Track Name,Album Name,Album Release Date,Track Duration,Track Popularity,Track Streams
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city (Deluxe)",2012,313786,,
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city (Deluxe)",2012,723573,,
Real,"good kid, m.A.A.d city (Deluxe)",2012,443413,,
Compton,"good kid, m.A.A.d city (Deluxe)",2012,248093,,
The Recipe - Bonus Track,"good kid, m.A.A.d city (Deluxe)",2012,352853,,
Black Boy Fly - Bonus Track,"good kid, m.A.A.d city (Deluxe)",2012,279146,,
Now Or Never - Bonus Track,"good kid, m.A.A.d city (Deluxe)",2012,256213,,
"Bitch, Don’t Kill My Vibe - Remix","good kid, m.A.A.d city (Deluxe)",2012,278573,,
Sherane a.k.a Master Splinter’s Daughter,"good kid, m.A.A.d city",2012,273640,,
"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",2012,310720,,
Backseat Freestyle,"good kid, m.A.A.d city",2012,212653,,
The Art of Peer Pressure,"good kid, m.A.A.d city",2012,324533,,
Money Trees,"good kid, m.A.A.d city",2012,386906,,
Poetic Justice,"good kid, m.A.A.d city",2012,300160,,
good kid,"good kid, m.A.A.d city",2012,214120,,
m.A.A.d city,"good kid, m.A.A.d city",2012,350120,,
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city",2012,313786,,
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city",2012,723573,,
Real,"good kid, m.A.A.d city",2012,443413,,
Compton,"good kid, m.A.A.d city",2012,248093,,
"Bitch, Don’t Kill My Vibe - Remix","good kid, m.A.A.d city",2012,278520,,
"Bitch, Don’t Kill My Vibe - International Remix / Explicit Version","good kid, m.A.A.d city",2012,305826,,
Sherane a.k.a Master Splinter’s Daughter,"good kid, m.A.A.d city",2012,273640,,
"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",2012,310720,,
Backseat Freestyle,"good kid, m.A.A.d city",2012,212653,,
The Art of Peer Pressure,"good kid, m.A.A.d city",2012,324533,,
Money Trees,"good kid, m.A.A.d city",2012,386906,,
Poetic Justice,"good kid, m.A.A.d city",2012,300160,,
good kid,"good kid, m.A.A.d city",2012,214120,,
m.A.A.d city,"good kid, m.A.A.d city",2012,350120,,
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city",2012,313786,,
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city",2012,723573,,
Real,"good kid, m.A.A.d city",2012,443413,,
Compton,"good kid, m.A.A.d city",2012,248093,,
"Bitch, Don’t Kill My Vibe - Remix","good kid, m.A.A.d city",2012,278546,,
Sherane a.k.a Master Splinter’s Daughter,"good kid, m.A.A.d city",2012,273480,,
"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",2012,310720,,
Backseat Freestyle,"good kid, m.A.A.d city",2012,212693,,
The Art of Peer Pressure,"good kid, m.A.A.d city",2012,324613,,
Money Trees,"good kid, m.A.A.d city",2012,386906,,
Poetic Justice,"good kid, m.A.A.d city",2012,300160,,
good kid,"good kid, m.A.A.d city",2012,214120,,
m.A.A.d city,"good kid, m.A.A.d city",2012,350120,,
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city",2012,313786,,
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city",2012,723573,,
Real,"good kid, m.A.A.d city",2012,443226,,
Compton,"good kid, m.A.A.d city",2012,248333,,
"Bitch, Don’t Kill My Vibe - Remix","good kid, m.A.A.d city",2012,278920,,
F*ck Your Ethnicity,Section.80,02-07-11,224671,,
Hol' Up,Section.80,02-07-11,173158,,
A.D.H.D,Section.80,02-07-11,215509,,
No Make-Up (Her Vice) (feat. Colin Munroe),Section.80,02-07-11,235921,,
Tammy's Song (Her Evils),Section.80,02-07-11,161670,,
Chapter Six,Section.80,02-07-11,161137,,
Ronald Reagan Era,Section.80,02-07-11,216899,,
Poe Mans Dreams (His Vice) (feat. GLC),Section.80,02-07-11,261874,,
Chapter Ten,Section.80,02-07-11,75535,,
Keisha's Song (Her Pain) (feat. Ashtro Bot),Section.80,02-07-11,227291,,
Rigamortus,Section.80,02-07-11,168591,,
Kush & Corinthians (feat. BJ The Chicago Kid),Section.80,02-07-11,304668,,
Blow My High (Members Only),Section.80,02-07-11,215791,,
Ab-Souls Outro (feat. Ab-Soul),Section.80,02-07-11,350001,,
HiiiPower,Section.80,02-07-11,279854,,
Growing Apart (To Get Closer),Overly Dedicated,14-09-10,220995,,
Ignorance Is Bliss,Overly Dedicated,14-09-10,210494,,
P&P 1.5,Overly Dedicated,14-09-10,361942,,
Alien Girl (Today W/ Her),Overly Dedicated,14-09-10,239973,,
Opposites Attract (Tomorrow W/O Her),Overly Dedicated,14-09-10,271909,,
Michael Jordan,Overly Dedicated,14-09-10,350698,,
R.O.T.C (Interlude),Overly Dedicated,14-09-10,163105,,
Barbed Wire,Overly Dedicated,14-09-10,265678,,
Average Joe,Overly Dedicated,14-09-10,256048,,
H.O.C,Overly Dedicated,14-09-10,316975,,
Cut You Off (To Grow Closer),Overly Dedicated,14-09-10,364103,,
She Needs Me (Remix),Overly Dedicated,14-09-10,195790,,
